site,visit,lat,long,date,num_sponges
220,1,31.397065,-92.672373,2023-03-03 00:00:00,0.0
221,1,31.331842,-92.444245,2023-03-04 00:00:00,7.0
222,1,31.320516,-92.448452,2023-03-05 00:00:00,0.0
223,1,31.314732,-92.443528,2023-03-05 00:00:00,1.0
224,1,31.111347,-92.469453,2023-03-05 00:00:00,0.0
224,2,31.111347,-92.469453,2023-06-23 00:00:00,0.0
224,3,31.111347,-92.469453,2024-12-17 00:00:00,3.0
225,1,29.933114,-93.079265,2023-03-05 00:00:00,7.0
226,1,29.746413,-92.324999,2023-03-05 00:00:00,3.0
227,1,31.091875,-92.469239,2023-06-23 00:00:00,0.0
228,1,31.734889,-93.127028,2023-06-24 00:00:00,8.0
228,2,31.734889,-93.127028,2023-10-21 00:00:00,5.0
228,3,31.734889,-93.127028,2023-12-04 00:00:00,8.0
228,4,31.734889,-93.127028,2024-05-17 00:00:00,5.0
229,1,31.74782,-93.092026,2023-06-24 00:00:00,10.0
230,1,31.74782,-93.092026,2023-06-24 00:00:00,3.0
231,1,31.935257,-92.606734,2023-06-25 00:00:00,0.0
232,1,31.663011,-93.001074,2023-06-25 00:00:00,11.0
233,1,31.570029,-92.028548,2023-06-25 00:00:00,0.0
234,1,29.882725,-90.43216,2023-07-20 00:00:00,0.0
235,1,30.021662,-90.409936,2023-07-20 00:00:00,15.0
235,2,30.021662,-90.409936,2023-08-04 00:00:00,13.0
235,3,30.021662,-90.409936,2023-09-15 00:00:00,13.0
235,4,30.021662,-90.409936,"Friday, Febuary 7, 2025",9.0
236,1,30.036318,-90.432207,2023-07-20 00:00:00,14.0
237,1,30.268288,-91.320802,2023-07-21 00:00:00,0.0
238,1,30.150213,-91.327849,2023-07-21 00:00:00,0.0
239,1,30.148163,-91.329418,2023-07-21 00:00:00,0.0
240,1,30.7775,-90.498056,2023-08-28 00:00:00,4.0
241,1,30.824806,-90.566806,2023-08-28 00:00:00,0.0
242,1,30.762111,-90.67825,2023-08-28 00:00:00,19.0
242,2,30.762111,-90.67825,2024-03-16 00:00:00,14.0
242,3,30.762111,-90.67825,2024-06-23 00:00:00,9.0
242,4,30.762111,-90.67825,2025-03-29 00:00:00,5.0
243,1,29.8504333,-91.102872,2023-10-19 00:00:00,5.0
244,1,31.5715278,-93.700361,2023-10-20 00:00:00,3.0
245,1,31.6314444,-93.667583,2023-10-20 00:00:00,8.0
246,1,31.5509167,-93.7345,2023-10-20 00:00:00,1.0
247,1,32.53125,-93.8675,2023-10-21 00:00:00,9.0
248,1,32.5341389,-93.87075,2023-10-21 00:00:00,6.0
249,1,32.3976111,-93.435639,2023-10-22 00:00:00,13.0
250,1,30.4721308,-90.9893780555555,2023-11-22 00:00:00,13.0
251,1,30.4728553,-90.9862558333333,2023-11-22 00:00:00,0.0
252,1,31.8369594,-93.2820644444444,2023-12-04 00:00:00,0.0
253,1,31.0775756,-92.01716,2023-12-05 00:00:00,10.0
254,1,31.0494444,-91.9778594444444,2023-12-05 00:00:00,11.0
255,1,30.8369264,-91.6178491666666,2023-12-05 00:00:00,8.0
256,1,29.9134842,-90.2745386111111,2024-03-15 00:00:00,1.0
257,1,29.7845439,-90.1121744444444,2024-03-15 00:00:00,2.0
258,1,29.7685289,-90.0821458333333,2024-03-15 00:00:00,4.0
259,1,29.6909858,-90.0961733333333,2024-03-15 00:00:00,0.0
260,1,29.4740389,-89.6974252777777,2024-03-15 00:00:00,0.0
261,1,30.7411867,-90.7107725,2024-03-16 00:00:00,9.0
262,1,30.9823581,-91.3623816666666,2024-03-16 00:00:00,15.0
263,1,30.2470278,-93.2327222222222,2024-05-17 00:00:00,0.0
264,1,30.1043333,-93.3055,2024-05-17 00:00:00,0.0
265,1,29.9881944,-93.2693888888888,2024-05-17 00:00:00,0.0
266,1,31.949778,-93.286833,2024-05-18 00:00:00,12.0
266,2,31.949778,-93.286833,2025-05-13 00:00:00,8.0
267,1,32.929694,-93.990778,2024-05-18 00:00:00,0.0
268,1,32.892944,-93.818361,2024-05-18 00:00:00,0.0
269,1,32.916389,-93.722917,2024-05-18 00:00:00,22.0
269,2,32.916389,-93.722917,2024-09-26 00:00:00,19.0
269,3,32.916389,-93.722917,2025-05-13 00:00:00,19.0
270,1,32.923389,-93.703972,2024-05-18 00:00:00,10.0
270,2,32.923389,-93.703972,2024-09-26 00:00:00,8.0
270,3,32.923389,-93.703972,2025-05-13 00:00:00,12.0
271,1,32.831056,-93.493417,2024-05-18 00:00:00,8.0
272,1,32.060861,-91.949139,2024-05-19 00:00:00,1.0
273,1,30.348556,-90.985444,2024-06-20 00:00:00,1.0
274,1,30.347417,-91.078056,2024-06-20 00:00:00,0.0
275,1,30.20338,-91.06075,2024-06-20 00:00:00,3.0
276,1,30.396222,-91.117306,2024-06-20 00:00:00,2.0
277,1,29.9231,-90.1322,2024-06-21 00:00:00,0.0
278,1,29.990944,-89.94175,2024-06-21 00:00:00,1.0
278,2,29.990944,-89.94175,2024-08-28 00:00:00,2.0
279,1,30.294472,-89.818083,2024-06-21 00:00:00,9.0
280,1,30.774111,-90.181417,2024-06-22 00:00:00,10.0
282,1,32.4457555550867,-93.6645892071234,2024-09-25 00:00:00,0.0
283,1,32.4712759413992,-93.7109606104628,2024-09-25 00:00:00,0.0
284,1,32.6526639587509,-93.653624124078,2024-09-26 00:00:00,0.0
285,1,32.6710277029975,-93.6759172671139,2024-09-26 00:00:00,11.0
286,1,32.7075197011566,-93.686949228379,2024-09-26 00:00:00,12.0
287,1,32.8770984105424,-93.6909332054494,2024-09-26 00:00:00,0.0
288,1,32.9263591235514,-93.7028656932413,2024-09-26 00:00:00,15.0
289,1,32.924949996208,-93.6815762901762,2024-09-26 00:00:00,0.0
290,1,30.1900731733639,-92.5889982117956,2024-10-23 00:00:00,0.0
291,1,30.0704722,-92.8797222,2024-10-23 00:00:00,0.0
292,1,29.8680194224361,-93.0798617455228,2024-10-23 00:00:00,2.0
293,1,30.3432607192185,-91.7882206461729,2024-10-23 00:00:00,5.0
294,1,30.2705757360196,-91.7046660197779,2024-10-24 00:00:00,14.0
295,1,30.0569354036049,-91.7404636779995,2024-10-24 00:00:00,8.0
296,1,29.7735596359206,-91.7782650186488,2024-10-24 00:00:00,2.0
297,1,29.7347773848001,-91.8526533650989,2024-10-24 00:00:00,0.0
298,1,31.6089850235346,-92.0249828310593,2024-11-09 00:00:00,0.0
299,1,31.2145325063145,-92.1273465434384,2024-11-09 00:00:00,6.0
300,1,31.0738255244301,-91.7926608228631,2024-11-09 00:00:00,14.0
301,1,31.1112624538552,-92.4809555213235,2024-12-17 00:00:00,11.0
301,2,31.1112624538552,-92.4809555213235,2025-05-07 00:00:00,4.0
302,1,31.2636416463451,-92.6307599580542,2025-12-17 00:00:00,2.0
302,2,31.2636416463451,-92.6307599580542,2025-05-07 00:00:00,2.0
303,1,31.5233475570626,-92.2996330925828,2024-12-17 00:00:00,6.0
303,2,31.5233475570626,-92.2996330925828,2025-05-16 00:00:00,4.0
304,1,30.0566045255878,-90.3702120165257,"Friday, Feburary 7, 2025",3.0
305,1,30.2794746709044,-90.3998640771244,"Friday, Feburary 7, 2025",0.0
306,1,30.3430223437171,-90.046702912356,2025-03-29 00:00:00,0.0
307,1,30.5220275127889,-90.6907856942934,2025-03-30 00:00:00,0.0
308,1,30.5608154898656,-90.6598082102673,2025-03-30 00:00:00,0.0
309,1,30.6386394317254,-90.478075428469,2025-03-30 00:00:00,2.0
310,1,30.6923797413532,-90.623878362644,2025-03-30 00:00:00,8.0
311,1,30.7509176026731,-90.6325559823379,2025-03-30 00:00:00,3.0
312,1,29.9117331710337,-90.728468567501,2025-05-02 00:00:00,6.0
313,1,29.908442108949,-90.7308604001678,2025-05-02 00:00:00,11.0
314,1,29.6917214574391,-90.9745637458338,2025-05-02 00:00:00,2.0
315,1,31.2431759294555,-92.6830584280876,2025-05-05 00:00:00,3.0
316,1,32.6705819784374,-93.308309138848,2025-05-13 00:00:00,12.0
317,1,32.2413718439508,-92.8802543548385,2025-05-15 00:00:00,0.0
318,1,31.1826563692439,-92.2935167839425,2025-05-15 00:00:00,0.0
319,1,31.0316322822491,-92.1242327592485,2025-05-16 00:00:00,12.0
320,1,30.3801661653934,-90.0947358010853,2025-05-21 00:00:00,7.0
321,1,30.2651332849022,-93.1972410937705,2025-07-07 00:00:00,3.0
322,1,30.2714814169495,-93.1771370583453,2025-07-07 00:00:00,5.0
323,1,30.2877822256555,-93.1665370508143,2025-07-07 00:00:00,3.0
324,1,30.2903010298248,-93.1480697194104,2025-07-07 00:00:00,0.0
325,1,30.2988892521976,-93.188104341203,2025-07-07 00:00:00,0.0
326,1,30.2952177469209,-93.1168626879608,2025-07-07 00:00:00,0.0
327,1,30.247667515705,-92.6670111141607,2025-07-07 00:00:00,2.0
328,1,30.6815879326984,-91.1129254352106,2025-07-08 00:00:00,0.0
329,1,30.5357217707341,-91.0897960872611,2025-07-08 00:00:00,0.0
330,1,30.5360632026653,-91.0907216824976,2025-07-08 00:00:00,9.0
331,1,30.5767554216417,-91.0117401968225,2025-07-08 00:00:00,8.0
332,1,29.6611287443216,-91.1012145687043,2025-10-17 00:00:00,1.0
333,1,29.629307510795,29.629307510795,2025-10-17 00:00:00,1.0
334,1,29.629307510795,-90.85017767713,2025-10-18 00:00:00,0.0
335,1,30.8259533847866,-90.7118085209901,2025-11-05 00:00:00,0.0
336,1,30.9711035506731,-90.6624797768229,2025-11-05 00:00:00,4.0
337,1,,,2026-03-06 00:00:00,
338,1,,,2026-03-06 00:00:00,
339,1,,,2026-03-06 00:00:00,
340,1,,,2026-03-06 00:00:00,
341,1,,,2026-03-06 00:00:00,
342,1,,,2026-03-06 00:00:00,
343,1,,,2026-03-06 00:00:00,
K3,1,,,2024-09-27 00:00:00,
K13,1,,,2024-09-27 00:00:00,
K15,1,,,2024-09-28 00:00:00,
K33,1,,,2024-09-28 00:00:00,
K37,1,,,2024-09-28 00:00:00,
K41,1,,,2024-09-28 00:00:00,
K57,1,,,2024-09-28 00:00:00,
A1,1,33.1350008202913,-93.547565174928,2024-11-06 00:00:00,11.0
A2,1,27.306797841696,-81.3750261094689,2024-11-06 00:00:00,12.0
A3,1,33.3036443759032,-93.3848635804689,2024-11-06 00:00:00,13.0
A4,1,34.7145401328023,-92.0570890816361,2024-11-07 00:00:00,0.0
A5,1,34.7021269815468,-92.1395211343994,2024-11-07 00:00:00,10.0
A6,1,34.5359729313373,-92.0329998698764,2024-11-07 00:00:00,0.0
A7,1,34.509339341347,-92.0296248442015,2024-11-07 00:00:00,2.0
A8,1,34.2408907498371,-93.1830600625376,2024-11-08 00:00:00,7.0
A9,1,33.6907738851014,-93.110237337189,2024-11-08 00:00:00,6.0
A10,1,33.0565305301879,-92.1252486274364,2024-11-08 00:00:00,9.0
A11,1,33.3233965311666,-92.5364371786858,2024-11-08 00:00:00,11.0
A12,1,33.5535702572553,-93.6952458590213,2025-05-14 00:00:00,9.0
A13,1,33.7335638064235,-93.9214569993123,2025-05-14 00:00:00,0.0
A14,1,34.1512244199158,-94.1132280813098,2025-05-14 00:00:00,6.0
A15,1,34.1410530922553,-94.0941121128313,2025-05-14 00:00:00,0.0
A16,1,34.1302534168322,-94.0016053775876,2025-05-14 00:00:00,2.0
A17,1,34.1739834510815,-93.6773116133839,2025-05-14 00:00:00,6.0
A18,1,34.2521418081253,-91.9833688385235,2025-05-15 00:00:00,0.0
A19,1,34.231292990001,-92.003044707677,2025-05-15 00:00:00,5.0
A20,1,34.2927077505279,-92.096589053688,2025-05-15 00:00:00,0.0
A21,1,33.7023345374551,-92.0238493310521,2025-05-15 00:00:00,0.0
A22,1,34.1714851773774,-92.6218906860478,2025-05-15 00:00:00,6.0
A23,1,33.786072255537,-92.3613984557909,2025-05-15 00:00:00,5.0
A24,1,33.576105443807,-91.5789555160488,2025-11-06 00:00:00,15.0
A25,1,33.4546627764827,-91.4759023827485,2025-11-06 00:00:00,0.0
A26,1,33.4424720269651,-91.4661506644305,2025-11-06 00:00:00,0.0
A27,1,33.3724827887519,-91.2000077495676,2025-11-06 00:00:00,0.0
A28,1,33.089361916668,-91.2125755312608,2025-11-06 00:00:00,9.0
A29,1,33.1171873572113,-91.2548968401298,2025-11-06 00:00:00,0.0
TX1,1,30.3057411888054,-96.5163908124854,2025-04-21 00:00:00,0.0
TX2,1,30.042023150101,-97.1590319190588,2025-04-21 00:00:00,0.0
TX3,1,30.1885757051018,-97.721698719232,2025-04-21 00:00:00,4.0
TX4,1,30.1848661398959,-97.7254323539946,2025-04-21 00:00:00,0.0
TX5,1,30.3098044992995,-98.2541081902154,2025-04-22 00:00:00,0.0
TX6,1,30.2843981374288,-98.3910196667995,2025-04-22 00:00:00,0.0
TX7,1,30.285632,-98.397802,2025-04-22 00:00:00,0.0
TX8,1,30.0754444327837,-97.3102716386315,2025-04-23 00:00:00,0.0
TX9,1,31.1643302768047,-93.5824540822644,2025-05-07 00:00:00,0.0
TX10,1,31.37719,-94.4649,2025-05-08 00:00:00,1.0
TX11,1,30.8532039885445,-94.1712753522351,2025-05-09 00:00:00,10.0
TX12,1,30.6561941292696,-95.0073453982085,2025-05-09 00:00:00,0.0
TX13,1,30.619231442998,-95.5362784190271,2025-05-09 00:00:00,5.0
TX14,1,30.5259466199503,-95.6010344208803,2025-05-09 00:00:00,0.0
TX15,1,30.47335,-95.56718,2025-05-09 00:00:00,8.0
TX16,1,30.79131,-94.15101,2025-05-10 00:00:00,0.0
TX17,1,30.1532732883427,-94.1143664084762,2025-05-10 00:00:00,8.0
TX18,1,30.1473210253559,-94.13041545792,2025-05-10 00:00:00,19.0
TX19,1,30.0959152846254,-93.7250989640647,2025-05-10 00:00:00,2.0
TX20,1,32.9478750080776,-96.932391873077,2025-05-23 00:00:00,0.0
TX21,1,32.940951507816,-96.9873602733157,2025-05-23 00:00:00,5.0
TX22,1,32.9663627012902,-97.0780711474862,2025-05-23 00:00:00,0.0
TX23,1,33.062018012956,-96.7848016904402,2025-05-24 00:00:00,21.0
TX24a,1,33.0968177792065,-96.7539641815315,2025-05-25 00:00:00,0.0
TX24b,1,,,2025-09-19 00:00:00,
TX25,1,32.86766914,-96.9358440658598,2025-09-19 00:00:00,28.0
TX25,2,32.86766914,-96.9358440658598,,
TX25,3.1,32.86766914,-96.9358440658598,2025-12-12 00:00:00,
TX25,3.2,32.86766914,-96.9358440658598,2025-12-12 00:00:00,
TX26,1,32.90057893724,-96.9338744852839,2025-09-19 00:00:00,0.0
TX27,1,32.8881747005389,-96.9350714328251,2025-09-20 00:00:00,0.0
TX28,1,32.7569302498948,-96.8182465522025,2025-10-01 00:00:00,1.0
TX29,1,32.7589148386797,-96.8488671098151,2025-10-01 00:00:00,0.0
TX30,1,32.7818048909106,-96.8613789716271,2025-10-01 00:00:00,0.0
TX31,1,32.7895164301312,-96.8347292045171,2025-10-01 00:00:00,0.0
TX32,1,32.7913567996767,-96.8332808682869,2025-10-01 00:00:00,0.0
TX33,1,32.8569784436651,-96.8618201006273,2025-10-02 00:00:00,0.0
TX34,1,32.845515173768,-96.8783128674081,2025-10-02 00:00:00,0.0
TX35,1,32.8664639513237,-96.9216072355612,2025-10-02 00:00:00,0.0
TX36,1,32.8561989316719,-96.9162165894416,2025-10-02 00:00:00,3.0
TX37,1,32.8809916491015,-96.9288699829997,2025-10-03 00:00:00,1.0
TX38,1,32.80394,-96.94849,2025-12-10 00:00:00,0.0
TX39,1,32.78484,-97.02791,2025-12-10 00:00:00,0.0
TX40,1,32.88046,-96.96747,2025-12-10 00:00:00,0.0
TX41,1,32.74247,-96.74498,2025-12-12 00:00:00,7.0
TX42,1,32.69785,-96.73706,2025-12-12 00:00:00,0.0
TX43,1,32.84748,-96.54567,2025-12-12 00:00:00,0.0
TX44,1,32.2099,-96.02613,2025-12-12 00:00:00,6.0
TX45,1,,,2025-12-12 00:00:00,0.0
TX46,1,,,2025-12-12 00:00:00,0.0
TX47,1,32.053461,.95.442437,2025-12-12 00:00:00,0.0
TX48,1,31.923708,-95.298562,2025-12-12 00:00:00,0.0
TX49,1,31.965565,-94.995192,2025-12-13 00:00:00,3.0
TX50,1,32.044676,-94.459466,2025-12-13 00:00:00,0.0
MS1,1,31.177639178279,-90.5179594886613,2025-11-05 00:00:00,7.0
MS2,1,31.2619292243452,-90.4614584613502,2025-11-05 00:00:00,3.0
MS3,1,31.3311137164048,-90.467955764333,2025-11-05 00:00:00,3.0
MS4,1,31.336552572847,-90.4342980374545,2025-11-05 00:00:00,17.0
MS5,1,31.4282088859944,-90.8485434360066,2025-11-05 00:00:00,0.0
MS6,1,31.9990496313576,-90.3647701130414,2025-11-05 00:00:00,0.0
MS7,1,33.3524323392558,-91.126262632446,2025-11-06 00:00:00,0.0
MS8,1,32.603744698124,-90.3622817154261,2025-11-06 00:00:00,0.0
MS9,1,32.5488859751256,-90.1433907951183,2025-11-06 00:00:00,2.0
MS10,1,32.5798599299054,-89.8686832804097,2025-11-06 00:00:00,0.0
MS11,1,32.5853287933506,-89.8600447314899,2025-11-06 00:00:00,2.0
MS12,1,32.5135326824729,-89.9396637324742,2025-11-06 00:00:00,9.0
MS13,1,32.3978889146054,-90.0633247214232,2025-11-06 00:00:00,3.0
MS14,1,32.3301534963476,-90.146251471504,2025-11-06 00:00:00,0.0
MS15,1,32.1979740073802,-90.2640089899029,2025-11-06 00:00:00,0.0
FL1,1,,,"Wednesday, Febuary 25, 2026",0.0
FL2,1,,,"Wednesday, Febuary 25, 2026",0.0
FL3,1,,,"Wednesday, Febuary 25, 2026",0.0
FL4,1,,,"Wednesday, Febuary 25, 2026",0.0
FL4-A,1,,,"Wednesday, Febuary 25, 2026",7.0
FL5,1,,,"Thursday, Febuary 26, 2026",6.0
FL6,1,,,"Thursday, Febuary 26, 2026",1.0
FL7,1,,,"Thursday, Febuary 26, 2026",12.0
FL8,1,,,"Thursday, Febuary 26, 2026",5.0
FL9,1,,,"Thursday, Febuary 26, 2026",9.0
FL10,1,,,"Friday, Febuary 27, 2026",7.0
FL11,1,,,"Friday, Febuary 27, 2026",0.0
FL12,1,,,"Friday, Febuary 27, 2026",4.0
FL13,1,,,"Friday, Febuary 27, 2026",7.0
FL14,1,,,"Friday, Febuary 27, 2026",4.0
FL15,1,,,"Friday, Febuary 27, 2026",
FL16,1,,,"Friday, Febuary 27, 2026",0.0
FL17,1,,,"Saturday, Febuary 28, 2026",0.0
FL18,1,,,"Saturday, Febuary 28, 2026",0.0
FL19,1,,,"Saturday, Febuary 28, 2026",0.0
FL20,1,,,"Saturday, Febuary 28, 2026",
FL21,1,,,"Saturday, Febuary 28, 2026",0.0
FL22,1,,,"Saturday, Febuary 28, 2026",0.0
FL23,1,,,"Saturday, Febuary 28, 2026",4.0
FL24,1,,,"Saturday, Febuary 28, 2026",0.0
FL25,1,,,"Saturday, Febuary 28, 2026",
FL26,1,,,"Saturday, Febuary 28, 2026",12.0
FL27,1,,,"Sunday, Febuary 29, 2026",2.0
